id,name,Eng,type,Height,Weight,Generation,Status,HP,Attack,Defense,Special Attack,Special Defense,Speed,Capture Rate,Baby,Legendary,Evolution,URL
130,ギャラドス,ギャラドス: Gyarados,17,6.5,235,1,540,95,125,79,60,100,81,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/130.png
131,ラプラス,ラプラス: Lapras,17,2.5,220,1,535,130,85,80,85,95,60,45,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/131.png
132,メタモン,メタモン: Ditto,13,0.3,4,1,288,48,48,48,48,48,48,35,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/132.png
133,イーブイ,イーブイ: Eevee,13,0.3,6.5,1,325,55,55,50,45,65,55,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/133.png
134,シャワーズ,シャワーズ: Vaporeon,17,1,29,1,525,130,65,60,110,95,65,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/134.png
135,サンダース,サンダース: Jolteon,2,0.8,24.5,1,525,65,65,60,110,95,130,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/135.png
136,ブースター,ブースター: Flareon,3,0.9,25,1,525,65,130,60,95,110,65,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/136.png
137,ポリゴン,ポリゴン: Porygon,13,0.8,36.5,1,395,65,60,70,85,75,40,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/137.png
138,オムナイト,オムナイト: Omanyte,5,0.4,7.5,1,355,35,40,100,90,55,35,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/138.png
139,オムスター,オムスター: Omastar,5,1,35,1,495,70,60,125,115,70,55,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/139.png
140,カブト,カブト: Kabuto,5,0.5,11.5,1,355,30,80,90,55,45,55,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/140.png
141,カブトプス,カブトプス: Kabutops,5,1.3,40.5,1,495,60,115,105,65,70,80,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/141.png
142,プテラ,プテラ: Aerodactyl,5,1.8,59,1,515,80,105,65,60,75,130,45,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/142.png
143,カビゴン,カビゴン: Snorlax,13,2.1,460,1,540,160,110,65,65,110,30,25,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/143.png
144,フリーザー,フリーザー: Articuno,9,1.7,55.4,1,580,90,85,100,95,125,85,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/144.png
145,サンダー,サンダー: Zapdos,2,1.6,52.6,1,580,90,90,85,125,90,100,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/145.png
146,ファイヤー,ファイヤー: Moltres,3,2,60,1,580,90,100,90,125,85,90,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/146.png
147,ミニリュウ,ミニリュウ: Dratini,12,1.8,3.3,1,300,41,64,45,50,50,50,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/147.png
148,ハクリュー,ハクリュー: Dragonair,12,4,16.5,1,420,61,84,65,70,70,70,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/148.png
149,カイリュー,カイリュー: Dragonite,12,2.2,210,1,600,91,134,95,100,100,80,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/149.png
150,ミュウツー,ミュウツー: Mewtwo,6,2,122,1,680,106,110,90,154,90,130,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/150.png
151,ミュウ,ミュウ: Mew,6,0.4,4,1,600,100,100,100,100,100,100,45,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/151.png
152,チコリータ,チコリータ: Chikorita,1,0.9,6.4,2,318,45,49,65,49,65,45,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/152.png
153,ベイリーフ,ベイリーフ: Bayleef,1,1.2,15.8,2,405,60,62,80,63,80,60,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/153.png
154,メガニウム,メガニウム: Meganium,1,1.8,100.5,2,525,80,82,100,83,100,80,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/154.png
155,ヒノアラシ,ヒノアラシ: Cyndaquil,3,0.5,7.9,2,309,39,52,43,60,50,65,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/155.png
156,マグマラシ,マグマラシ: Quilava,3,0.9,19,2,405,58,64,58,80,65,80,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/156.png
157,バクフーン,バクフーン: Typhlosion,3,1.7,79.5,2,534,78,84,78,109,85,100,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/157.png
158,ワニノコ,ワニノコ: Totodile,17,0.6,9.5,2,314,50,65,64,44,48,43,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/158.png
159,アリゲイツ,アリゲイツ: Croconaw,17,1.1,25,2,405,65,80,80,59,63,58,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/159.png
160,オーダイル,オーダイル: Feraligatr,17,2.3,88.8,2,530,85,105,100,79,83,78,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/160.png
161,オタチ,オタチ: Sentret,13,0.8,6,2,215,35,46,34,35,45,20,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/161.png
162,オオタチ,オオタチ: Furret,13,1.8,32.5,2,415,85,76,64,45,55,90,90,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/162.png
163,ホーホー,ホーホー: Hoothoot,13,0.7,21.2,2,262,60,30,30,36,56,50,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/163.png
164,ヨルノズク,ヨルノズク: Noctowl,13,1.6,40.8,2,452,100,50,50,86,96,70,90,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/164.png
165,レディバ,レディバ: Ledyba,18,1,10.8,2,265,40,20,30,40,80,55,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/165.png
166,レディアン,レディアン: Ledian,18,1.4,35.6,2,390,55,35,50,55,110,85,90,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/166.png
167,イトマル,イトマル: Spinarak,18,0.5,8.5,2,250,40,60,40,40,40,30,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/167.png
168,アリアドス,アリアドス: Ariados,18,1.1,33.5,2,400,70,90,70,60,70,40,90,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/168.png
169,クロバット,クロバット: Crobat,11,1.8,75,2,535,85,90,80,70,80,130,90,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/169.png
170,チョンチー,チョンチー: Chinchou,17,0.5,12,2,330,75,38,38,56,56,67,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/170.png
171,ランターン,ランターン: Lanturn,17,1.2,22.5,2,460,125,58,58,76,76,67,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/171.png
172,ピチュー,ピチュー: Pichu,2,0.3,2,2,205,20,40,15,35,35,60,190,TRUE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/172.png
173,ピィ,ピィ: Cleffa,16,0.3,3,2,218,50,25,28,45,55,15,150,TRUE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/173.png
174,ププリン,ププリン: Igglybuff,13,0.3,1,2,210,90,30,15,40,20,15,170,TRUE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/174.png
175,トゲピー,トゲピー: Togepi,16,0.3,1.5,2,245,35,20,65,40,65,20,190,TRUE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/175.png
176,トゲチック,トゲチック: Togetic,16,0.6,3.2,2,405,55,40,85,80,105,40,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/176.png
177,ネイティ,ネイティ: Natu,6,0.2,2,2,320,40,50,45,70,45,70,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/177.png
178,ネイティオ,ネイティオ: Xatu,6,1.5,15,2,470,65,75,70,95,70,95,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/178.png
179,メリープ,メリープ: Mareep,2,0.6,7.8,2,280,55,40,40,65,45,35,235,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/179.png
180,モココ,モココ: Flaaffy,2,0.8,13.3,2,365,70,55,55,80,60,45,120,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/180.png
181,デンリュウ,デンリュウ: Ampharos,2,1.4,61.5,2,510,90,75,85,115,90,55,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/181.png
182,キレイハナ,キレイハナ: Bellossom,1,0.4,5.8,2,490,75,80,95,90,100,50,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/182.png
183,マリル,マリル: Marill,17,0.4,8.5,2,250,70,20,50,20,50,40,190,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/183.png
184,マリルリ,マリルリ: Azumarill,17,0.8,28.5,2,420,100,50,80,60,80,50,75,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/184.png
185,ウソッキー,ウソッキー: Sudowoodo,5,1.2,38,2,410,70,100,115,30,65,30,65,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/185.png
186,ニョロトノ,ニョロトノ: Politoed,17,1.1,33.9,2,500,90,75,75,90,100,70,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/186.png
187,ハネッコ,ハネッコ: Hoppip,1,0.4,0.5,2,250,35,35,40,35,55,50,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/187.png
188,ポポッコ,ポポッコ: Skiploom,1,0.6,1,2,340,55,45,50,45,65,80,120,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/188.png
189,ワタッコ,ワタッコ: Jumpluff,1,0.8,3,2,460,75,55,70,55,95,110,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/189.png
190,エイパム,エイパム: Aipom,13,0.8,11.5,2,360,55,70,55,40,55,85,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/190.png
191,ヒマナッツ,ヒマナッツ: Sunkern,1,0.3,1.8,2,180,30,30,30,30,30,30,235,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/191.png
192,キマワリ,キマワリ: Sunflora,1,0.8,8.5,2,425,75,75,55,105,85,30,120,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/192.png
193,ヤンヤンマ,ヤンヤンマ: Yanma,18,1.2,38,2,390,65,65,45,75,45,95,75,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/193.png
194,ウパー,ウパー: Wooper,17,0.4,8.5,2,210,55,45,45,25,25,15,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/194.png
195,ヌオー,ヌオー: Quagsire,17,1.4,75,2,430,95,85,85,65,65,35,90,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/195.png
196,エーフィ,エーフィ: Espeon,6,0.9,26.5,2,525,65,65,60,130,95,110,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/196.png
197,ブラッキー,ブラッキー: Umbreon,4,1,27,2,525,95,65,110,60,130,65,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/197.png
198,ヤミカラス,ヤミカラス: Murkrow,4,0.5,2.1,2,405,60,85,42,85,42,91,30,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/198.png
199,ヤドキング,ヤドキング: Slowking,17,2,79.5,2,490,95,75,80,100,110,30,70,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/199.png
200,ムウマ,ムウマ: Misdreavus,8,0.7,1,2,435,60,60,60,85,85,85,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/200.png
201,アンノーン,アンノーン: Unown,6,0.5,5,2,336,48,72,48,72,48,48,225,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/201.png
202,ソーナンス,ソーナンス: Wobbuffet,6,1.3,28.5,2,405,190,33,58,33,58,33,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/202.png
203,キリンリキ,キリンリキ: Girafarig,13,1.5,41.5,2,455,70,80,65,90,65,85,60,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/203.png
204,クヌギダマ,クヌギダマ: Pineco,18,0.6,7.2,2,290,50,65,90,35,35,15,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/204.png
205,フォレトス,フォレトス: Forretress,18,1.2,125.8,2,465,75,90,140,60,60,40,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/205.png
206,ノコッチ,ノコッチ: Dunsparce,13,1.5,14,2,415,100,70,70,65,65,45,190,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/206.png
207,グライガー,グライガー: Gligar,10,1.1,64.8,2,430,65,75,105,35,65,85,60,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/207.png
208,ハガネール,ハガネール: Steelix,14,9.2,400,2,510,75,85,200,55,65,30,25,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/208.png
209,ブルー,ブルー: Snubbull,16,0.6,7.8,2,300,60,80,50,40,40,30,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/209.png
210,グランブル,グランブル: Granbull,16,1.4,48.7,2,450,90,120,75,60,60,45,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/210.png
211,ハリーセン,ハリーセン: Qwilfish,17,0.5,3.9,2,440,65,95,85,55,55,85,45,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/211.png
212,ハッサム,ハッサム: Scizor,18,1.8,118,2,500,70,130,100,55,80,65,25,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/212.png
213,ツボツボ,ツボツボ: Shuckle,18,0.6,20.5,2,505,20,10,230,10,230,5,190,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/213.png
214,Scarhino,ヘラクロス: Heracross,18,1.5,54,2,500,80,125,75,40,95,85,45,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/214.png
215,ニューラ,ニューラ: Sneasel,4,0.9,28,2,430,55,95,55,35,75,115,60,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/215.png
216,ヒメグマ,ヒメグマ: Teddiursa,13,0.6,8.8,2,330,60,80,50,50,50,40,120,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/216.png
217,リングマ,リングマ: Ursaring,13,1.8,125.8,2,500,90,130,75,75,75,55,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/217.png
218,マグマッグ,マグマッグ: Slugma,3,0.7,35,2,250,40,40,40,70,40,20,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/218.png
219,マグカルゴ,マグカルゴ: Magcargo,3,0.8,55,2,430,60,50,120,90,80,30,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/219.png
220,ウリムー,ウリムー: Swinub,9,0.4,6.5,2,250,50,50,40,30,30,50,225,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/220.png
221,イノムー,イノムー: Piloswine,9,1.1,55.8,2,450,100,100,80,60,60,50,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/221.png
222,サニーゴ,サニーゴ: Corsola,17,0.6,5,2,410,65,55,95,65,95,35,60,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/222.png
223,テッポウオ,テッポウオ: Remoraid,17,0.6,12,2,300,35,65,35,65,35,65,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/223.png
224,オクタン,オクタン: Octillery,17,0.9,28.5,2,480,75,105,75,105,75,45,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/224.png
225,デリバード,デリバード: Delibird,9,0.9,16,2,330,45,55,45,65,45,75,45,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/225.png
226,マンタイン,マンタイン: Mantine,17,2.1,220,2,485,85,40,70,80,140,70,25,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/226.png
227,エアームド,エアームド: Skarmory,14,1.7,50.5,2,465,65,80,140,40,70,70,25,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/227.png
228,デルビル,デルビル: Houndour,4,0.6,10.8,2,330,45,60,30,80,50,65,120,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/228.png
229,ヘルガー,ヘルガー: Houndoom,4,1.4,35,2,500,75,90,50,110,80,95,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/229.png
230,キングドラ,キングドラ: Kingdra,17,1.8,152,2,540,75,95,95,95,95,85,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/230.png
231,ゴマゾウ,ゴマゾウ: Phanpy,10,0.5,33.5,2,330,90,60,60,40,40,40,120,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/231.png
232,ドンファン,ドンファン: Donphan,10,1.1,120,2,500,90,120,120,60,60,50,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/232.png
233,ポリゴン２,ポリゴン２: Porygon2,13,0.6,32.5,2,515,85,80,90,105,95,60,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/233.png
234,オドシシ,オドシシ: Stantler,13,1.4,71.2,2,465,73,95,62,85,65,85,45,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/234.png
235,ドーブル,ドーブル: Smeargle,13,1.2,58,2,250,55,20,35,20,45,75,45,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/235.png
236,バルキー,バルキー: Tyrogue,7,0.7,21,2,210,35,35,35,35,35,35,75,TRUE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/236.png
237,カポエラー,カポエラー: Hitmontop,7,1.4,48,2,455,50,95,95,35,110,70,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/237.png
238,ムチュール,ムチュール: Smoochum,9,0.4,6,2,305,45,30,15,85,65,65,45,TRUE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/238.png
239,エレキッド,エレキッド: Elekid,2,0.6,23.5,2,360,45,63,37,65,55,95,45,TRUE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/239.png
240,ブビィ,ブビィ: Magby,3,0.7,21.4,2,365,45,75,37,70,55,83,45,TRUE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/240.png
241,ミルタンク,ミルタンク: Miltank,13,1.2,75.5,2,490,95,80,105,40,70,100,45,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/241.png
242,ハピナス,ハピナス: Blissey,13,1.5,46.8,2,540,255,10,10,75,135,55,30,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/242.png
243,ライコウ,ライコウ: Raikou,2,1.9,178,2,580,90,85,75,115,100,115,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/243.png
244,エンテイ,エンテイ: Entei,3,2.1,198,2,580,115,115,85,90,75,100,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/244.png
245,スイクン,スイクン: Suicune,17,2,187,2,580,100,75,115,90,115,85,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/245.png
246,ヨーギラス,ヨーギラス: Larvitar,5,0.6,72,2,300,50,64,50,45,50,41,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/246.png
247,サナギラス,サナギラス: Pupitar,5,1.2,152,2,410,70,84,70,65,70,51,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/247.png
248,バンギラス,バンギラス: Tyranitar,5,2,202,2,600,100,134,110,95,100,61,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/248.png
249,ルギア,ルギア: Lugia,6,5.2,216,2,680,106,90,130,90,154,110,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/249.png
250,ホウオウ,ホウオウ: Ho-Oh,3,3.8,199,2,680,106,130,90,110,154,90,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/250.png
251,セレビィ,セレビィ: Celebi,6,0.6,5,2,600,100,100,100,100,100,100,45,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/251.png
252,キモリ,キモリ: Treecko,1,0.5,5,3,310,40,45,35,65,55,70,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/252.png
253,ジュプトル,ジュプトル: Grovyle,1,0.9,21.6,3,405,50,65,45,85,65,95,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/253.png
254,ジュカイン,ジュカイン: Sceptile,1,1.7,52.2,3,530,70,85,65,105,85,120,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/254.png
255,アチャモ,アチャモ: Torchic,3,0.4,2.5,3,310,45,60,40,70,50,45,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/255.png
256,ワカシャモ,ワカシャモ: Combusken,3,0.9,19.5,3,405,60,85,60,85,60,55,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/256.png
257,バシャーモ,バシャーモ: Blaziken,3,1.9,52,3,530,80,120,70,110,70,80,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/257.png
258,ミズゴロウ,ミズゴロウ: Mudkip,17,0.4,7.6,3,310,50,70,50,50,50,40,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/258.png
